Name,Id,Latitude,Longtitude,Categories,City
Lahden uusi kesäteatteri,51f92eb0498ed5c1da06fa32,60.99495,25.614841000000002,Theater,"Lahti, Finland"
Kesäravintola Myllysaari,4e0f431314956c62850263f0,60.99488704197147,25.61496000670148,Food,"Lahti, Finland"
ihq bänditunti,55ed3661498ed75c84ea64c7,60.995352000000004,25.631705,Concert Hall,"Lahti, Finland"
Piano Paviljonki,4c2760e15c5ca593c3a347fe,60.99571010063963,25.650757995807748,Café,"Lahti, Finland"
m/s Suomen Neito,50138c5ce4b0befd12ee3809,60.995061,25.64807,Boat or Ferry,"Lahti, Finland"
Lastu,509b8e3ce4b005c819db2af1,60.99532648935313,25.651539271026806,Restaurant,"Lahti, Finland"
Sibeliustalo / Sibelius Hall,4bc5db3d5935c9b6df74a6d2,60.9950423675353,25.651598558624762,Concert Hall,"Lahti, Finland"
Finlandia-klubi,4d027c539d33a14335cead78,60.99501213756179,25.65234505733698,Rock Club,"Lahti, Finland"
"Burger King Lahti, Kivistönmäki",59ff14720802d401e91bacd1,60.99531999999999,25.665860000000002,Burger Joint,"Lahti, Finland"
Talomen Oy,5bfd48eead910e002c6490e3,60.99501,25.700429999999997,Construction & Landscaping,"Lahti, Finland"
VAUn koiraurheilukeskus,52bfdc1d498e0bfc8202e359,60.995732563388394,25.70655160067417,Dog Run,"Lahti, Finland"
Salpausselän Harjut,4ef8adbfa69dea74fbb96973,60.99466503127102,25.62726287599473,Mountain,"Lahti, Finland"
Laituribaari Brygga,4fbfb6a1754a72dd5eb6e3c4,60.99470832408733,25.64793650636291,Bar,"Lahti, Finland"
M/S Vellamo,4decfcbab0fb9e464861e9de,60.99432386904952,25.647199948773817,Boat or Ferry,"Lahti, Finland"
Terassiravintola Satama,4feddda2e4b0b7b0fdd6e41c,60.9941552348705,25.647354177114412,Restaurant,"Lahti, Finland"
Lahden satama,4b9caacbf964a5205b7536e3,60.99415258477824,25.64741134643555,Harbor / Marina,"Lahti, Finland"
Laivaravintola Teerenranta,4db1aa33a86e63d2117056fd,60.994362144921645,25.64806870946456,Pub,"Lahti, Finland"
Banana Split jäätelölaiva,4c6531eb5e61d13ada2dbb85,60.99394498561839,25.647033326546868,Ice Cream Shop,"Lahti, Finland"
Kaunis Veera,4c41ece5e26920a1c8345fe7,60.99456968786613,25.64896711470445,Restaurant,"Lahti, Finland"
Kanttiini Risa Robell,4bf903624a67c928d23f26cf,60.993877353537904,25.647977203741387,Café,"Lahti, Finland"
Piippupolku,4e25efd07d8bd4fd78227207,60.99416318008356,25.65642666400879,Park,"Lahti, Finland"
Ravintola Erika,4ebee4448b81127c0ac4b14a,60.99483469883639,25.664587932752713,Pub,"Lahti, Finland"
Ulpukka,4f1aaeb9e4b01d7c5dc40301,60.993669626847364,25.64707611568405,Café,"Lahti, Finland"
Kahvila Kariranta,4b5c630df964a5208d2d29e3,60.99355048545044,25.64705222855661,Café,"Lahti, Finland"
Sataman Makasiinikahvila,4c614ef890b2c9b6a5c63e22,60.993791233341284,25.647596277353678,Café,"Lahti, Finland"
Metsähalli,5316eaaf498efd2385dc2c06,60.99403171364137,25.65071011338816,Concert Hall,"Lahti, Finland"
Desuconin Green Room,51bb4ff3498ebdfb7c681ce2,60.9952,25.651999999999997,Lounge,"Lahti, Finland"
Ankkurinpuiston Leikkialue,4deb7615d22da22d4eedec25,60.99377906836951,25.657905354971035,Playground,"Lahti, Finland"
EBN Areena,552bcb59498ea157a20713ac,60.993293935421676,25.6724039501766,Gym / Fitness Center,"Lahti, Finland"
Bebek Elektronic,5006b33ce4b0507c76d94f97,60.992978278344246,25.676020554144912,Electronics Store,"Lahti, Finland"
Wood Pub,4ed1374529c223f929d7ab1d,60.9936356646179,25.69292510697193,Bar,"Lahti, Finland"
Alasenjärven Ranta,53b933d0498ecca743458b61,60.99430465698242,25.713607788085927,Beach,"Lahti, Finland"
Pro Puu -keskus,4c10bb61ce57c928094482d2,60.99379881956954,25.651252269744873,Art Gallery,"Lahti, Finland"
Yö Tivoli,50411445e4b065de8ed472be,60.993972752212784,25.64818325609085,Theme Park,"Lahti, Finland"
"Koirien uimaranta, Jalkaranta",4f3e5f96e4b0382fc115597c,60.991307421351394,25.60951638337501,Dog Run,"Lahti, Finland"
Teivaan satama,51f689b8498e8ef00252cc3f,60.99082297554003,25.63927783673891,Harbor / Marina,"Lahti, Finland"
Lanu-puisto / Olavi Lanu Sculpture Park,4f944302e4b0f63925da559b,60.99090321317559,25.649402036108327,Park,"Lahti, Finland"
Kariniemen arboretum,4eba338461af5dcdb460ce09,60.99100286939385,25.64913378394948,Park,"Lahti, Finland"
Kiveriön Pizza & Kebab,4ca61f68931bb60cf14a90e2,60.991286278972815,25.683560940543586,Middle Eastern Restaurant,"Lahti, Finland"
Energiahalli,4c752d7b66be6dcb3998bf0f,60.991135100946615,25.704327125403147,Recreation Center,"Lahti, Finland"
Jalkarannan kenttä,4dda731d7d8b3226643659ac,60.990327,25.604104,Soccer Field,"Lahti, Finland"
Pizza ja Kebab Miranda,4d2df319da7cb60c035f6bd4,60.989706370757645,25.60725608764172,Pizza Place,"Lahti, Finland"
Pallaskatu,4f805221e4b088077ea2372b,60.989520785568196,25.628774166374594,Art Gallery,"Lahti, Finland"
Lokinranta,4e0cb501b61c3274de7d6b9e,60.98984581924224,25.64203775060039,Harbor / Marina,"Lahti, Finland"
Karirannan kesäteatteri,4e63bc0462e13e3bcf32903b,60.990197347001846,25.647397190373386,Park,"Lahti, Finland"
Karis,4dbc68fa6a23e294ba2df59a,60.989490173364075,25.64755252274321,Park,"Lahti, Finland"
Katugrilli,5018063ee4b0a04d2e22c011,60.99003788792668,25.660277890755967,Fast Food Restaurant,"Lahti, Finland"
Grilli,4f9d787fe4b0e9595bd56351,60.99010136286027,25.660096485080967,Fast Food Restaurant,"Lahti, Finland"
Seponkatu,4fb414b3e4b0b34b9a668c3b,60.98998595843107,25.665553186067623,Bar,"Lahti, Finland"
S-market Kiveriö,4cbf1f80b6c4224be14df194,60.99007324412872,25.68154019072029,Supermarket,"Lahti, Finland"
R-Kioski,4ed13d246da162f1bf80a093,60.98979129636796,25.68127712714943,Convenience Store,"Lahti, Finland"
Einstein,563dde4bcd100389bec374d8,60.990227000000004,25.681476,Restaurant,"Lahti, Finland"
Tuoterengas,4f69d731e4b09de792d2e011,60.99005294457793,25.682980575126876,Art Gallery,"Lahti, Finland"
MaGen Gämppä,50708515e4b0548503ef053a,60.99009080911213,25.702883373099862,Bar,"Lahti, Finland"
Sale,4ceaa1f7f1c6236aabc26bf0,60.9893742064295,25.60720396395141,Grocery Store,"Lahti, Finland"
Teivaan Vierasvenesatama,4e37cc96e4cdedd4a1b4de24,60.98882638659517,25.640493723944672,Harbor / Marina,"Lahti, Finland"
Ravintola Teivaan Lokki,4be139850f03a5938fbe18b4,60.9887667699602,25.64042439539716,Restaurant,"Lahti, Finland"
Tennis- ja Squashkeskus,4e7afeb1b993ad856b97a6b6,60.98907164425595,25.65275606430883,Tennis Court,"Lahti, Finland"
Sulkapallo,50ef07f0e4b072e7e145f41f,60.989086065145855,25.65287715456525,Badminton Court,"Lahti, Finland"
LSL Bussi 31,4f63389ee4b04d4b14631e0d,60.9885922877833,25.65593888284491,Bus Line,"Lahti, Finland"
Karihovinpuiston leikkialue,516a63b1e4b013b763a5627f,60.989303,25.658034,Playground,"Lahti, Finland"
Chäm Chan Thai Ravintola,4cced475ba0a5481c1174b59,60.98888476651626,25.661253013585394,Thai Restaurant,"Lahti, Finland"
Hagert-Zìtron,59f5dc379e3b655d33fddc6e,60.98889000000001,25.672832,Hotel,"Lahti, Finland"
Kiveriön Kulma,4d22e231f7a9a1437d3c439f,60.989158145163486,25.68121045892352,Scandinavian Restaurant,"Lahti, Finland"
Jalkarannan kota,4e6b1885b0fb8b8a847ea7e7,60.987483999999995,25.618044,Campground,"Lahti, Finland"
Pikku-Vesijärvi,4bf3e3f8cad2c9283c3d9b99,60.98822208476146,25.64648224982353,Park,"Lahti, Finland"
Vesiurut/ Musical Fountain,4cc97548d147a0932119e7ae,60.9876385114901,25.64633846282959,Sculpture Garden,"Lahti, Finland"
Malski,4e4d2efcb0fb57f6f2274a65,60.98758381103354,25.65750150428688,Brewery,"Lahti, Finland"
Vesku 36,4f479ab4e4b0f85d0712f0cd,60.9872647775476,25.661753319296352,Pub,"Lahti, Finland"
Café Hetki,4def376dc65bf3f03e90c57e,60.98710203309832,25.641731643369074,Café,"Lahti, Finland"
Patinan kierrätysmyymälä,4c906a606fbf224bc990538f,60.9868006108795,25.641744497490958,Flea Market,"Lahti, Finland"
Pancho Villa,4f5090f9e4b0390b950d325e,60.987017858704654,25.663600340835355,Mexican Restaurant,"Lahti, Finland"
S-market,4ed7b3457ee53b3810118697,60.98702068463784,25.663954600328644,Supermarket,"Lahti, Finland"
Café Picnic,4ff14e9ee4b0e198339ce9b8,60.986931497115094,25.66424824909037,Sandwich Place,"Lahti, Finland"
Kivimaan apteekki,4fa79704e4b028d55b8a5783,60.98720520000001,25.6654469,Pharmacy,"Lahti, Finland"
DNA Kauppa,4d1383b7d0fda0938aa6b357,60.986539522692006,25.66534550936117,Mobile Phone Shop,"Lahti, Finland"
Hong Kong,4b9900eaf964a520625b35e3,60.98723965730189,25.66703609138589,Discount Store,"Lahti, Finland"
Zhen Kungfu,5139ee12e4b0a9b8ddcef962,60.9867073028152,25.666409368718966,Asian Restaurant,"Lahti, Finland"
Salpausselkä Halli,50ec408be4b079dbc12f619b,60.985994173271294,25.637047290802002,Gym / Fitness Center,"Lahti, Finland"
Ravintola Tolvanen,5243fbe111d2d1ff30ea14d2,60.98561743654927,25.636767477015425,Restaurant,"Lahti, Finland"
Lahden historiallinen museo / Lahti Historical Museum,4c4e9fedd667d13a42c6b2a0,60.985179599393156,25.651311436677485,History Museum,"Lahti, Finland"
Intersport,4b9a05f1f964a520759b35e3,60.98595605619768,25.66569516921296,Sporting Goods Shop,"Lahti, Finland"
Paavolan kenttä,4dc54f26e4cd169dc64868d4,60.98581425357697,25.66953338838961,Soccer Field,"Lahti, Finland"
Mustankallion väestönsuoja,4f1ef223e4b07f86b58c38a4,60.98591357933535,25.67264464534337,Gym,"Lahti, Finland"
Mustankallion tunneli,4c8643c651ada1cdf56a3e10,60.98587979549603,25.672747096703766,Gym / Fitness Center,"Lahti, Finland"
kannaksen ruokala,4f66fc86e4b062549d62767e,60.98535238929738,25.67329653976035,Diner,"Lahti, Finland"
Vault-parkoursali,5296213f11d2c01eb2a6ea84,60.98533012569868,25.67270403335728,Climbing Gym,"Lahti, Finland"
"Mustankalliontien näköalapaikka, Lahti",4ccdd913ba79a1cd7acb43cb,60.985982899669686,25.67450321984313,Scenic Lookout,"Lahti, Finland"
Mun Baari,530a731411d2b7b94176f352,60.98718925659068,25.68474822350305,Bar,"Lahti, Finland"
Kukkatarha Koskinen,4f58d84ce4b063a4ac2106a7,60.9852,25.6894,Flower Shop,"Lahti, Finland"
Suurmäen näkötorni,4dfdd53a62846d918b98efa4,60.98421469360137,25.626540194829715,Scenic Lookout,"Lahti, Finland"
Lahden Hyppyrimäet / Lahti Ski Jump (Lahden hyppyrimäet),4e197dbb52b123a586e0cdf4,60.984256077718456,25.627455711364746,Ski Area,"Lahti, Finland"
Hiihtomuseo,4e2e9dc4c65b80dfd837eb06,60.984119671601725,25.632454251664228,History Museum,"Lahti, Finland"
Suurhalli,4b853c30f964a5201f5231e3,60.985016988454774,25.636607339037234,General Entertainment,"Lahti, Finland"
Classic Motorshow,518638fe498ee4163701428f,60.98417326992893,25.63736075151587,Art Gallery,"Lahti, Finland"
Lahden Uimahalli,4c569851738e9c74c0186d21,60.98436309721882,25.640331003150465,Gym Pool,"Lahti, Finland"
Ravintola Kulinaari,5231802011d28193ce570128,60.9848768836557,25.6410051672009,Restaurant,"Lahti, Finland"
Iloinen Kulkija,4c156670b7b9c92807eeac37,60.984356791885745,25.64949597937825,Bar,"Lahti, Finland"
Aseman Baari,4c7e5f975af8b60c5e369210,60.98433026849398,25.650402141759553,Café,"Lahti, Finland"
Kisapuisto,4c1cb07863750f47e5e8b667,60.98470641685326,25.65255238743461,Park,"Lahti, Finland"
pieni karhu,52a76ab711d2d1c958501fb1,60.984250567189605,25.65124868021801,Pub,"Lahti, Finland"
Tryffdeli,5348fe6e498ea334a52cf67b,60.984264,25.655838,Deli / Bodega,"Lahti, Finland"
S-market,4cf4a785899c6ea8ace501c2,60.984055549764854,25.65435870909669,Supermarket,"Lahti, Finland"
Hiidenkivi,4bae5019f964a5204ea13be3,60.98428209004915,25.65909650120441,Bar,"Lahti, Finland"
Lahden kaupunginteatteri,4c9e126b604c76b0ac94847b,60.984148902650226,25.66952087236977,Theater,"Lahti, Finland"
Urheilukeskus,52cbe433498e23316b21f0ea,60.98382597946602,25.635596573273965,Ski Area,"Lahti, Finland"
Forever Lahti,4c5578cd6a4bb7135c4e4e27,60.98330329296528,25.63852707928199,Gym,"Lahti, Finland"
Lahden Stadion,4c8a44e652a98cfa16e22ae9,60.983669118268395,25.634927525685114,Soccer Stadium,"Lahti, Finland"
Felix Krohn-sali,4eaffed9d3e30d4483f27a2d,60.98312495894,25.64893606410121,Concert Hall,"Lahti, Finland"
Lahden Jazztori,4c6eccb2c524370458122ceb,60.98354940572754,25.649936996541427,Jazz Club,"Lahti, Finland"
Fresno American Diner,572dbad7498e47f57f30d88e,60.983511791065816,25.651547080312053,New American Restaurant,"Lahti, Finland"
Levykauppa Äx,4dc13e30d4c07bbdf76fdcb6,60.98341120850386,25.652417433952323,Record Shop,"Lahti, Finland"
Forenom House Lahti,4f885773e4b07efb9ccc4e02,60.983649631458114,25.65413072307981,Hotel,"Lahti, Finland"
Brygga Citybar,524eaac211d2dc92e2221cf5,60.98322872550737,25.654678022040628,Bar,"Lahti, Finland"
Mamma Maria,4b597528f964a520e58828e3,60.983893332833745,25.657118295109054,Italian Restaurant,"Lahti, Finland"
Kauppatori,4beba608415e20a11999e6bb,60.983439290925844,25.656529352339266,Plaza,"Lahti, Finland"
Subway,50e597bde4b07252466bba92,60.98316959228949,25.65493778473189,Sandwich Place,"Lahti, Finland"
Popot,57aa12d8498e031ae62a449d,60.98384895570814,25.65886920797915,Bistro,"Lahti, Finland"
Kauppahalli,4cc6ae7138aaa09381881f62,60.98349874219261,25.65837300068903,Farmers Market,"Lahti, Finland"
Santa Fé,4bb8ca691261d13a99eee898,60.983110613176784,25.657390989934694,Mexican Restaurant,"Lahti, Finland"
Sporttiravintola Seiväs,560d0d36498e541b9140567d,60.983756857645616,25.659635733511447,Sports Bar,"Lahti, Finland"
Public Corner,4ccdcdb5511b236a6b8af9c9,60.98316544017991,25.65893492108883,Bar,"Lahti, Finland"
Viikinkiravintola Harald,4c441a86dcd61b8dabda7a56,60.983944660226825,25.66157840003964,Scandinavian Restaurant,"Lahti, Finland"
Lahden Taidemuseo,4cd94870a423a35d82e8ef42,60.98388028454453,25.66183843922689,Art Museum,"Lahti, Finland"
Jonen Grilli,4c37af802c8020a157818900,60.98375431772006,25.661057045768395,Fast Food Restaurant,"Lahti, Finland"
Teerenpeli,4b9ca6d0f964a5209e7436e3,60.98370455180466,25.6610302714884,Brewery,"Lahti, Finland"
Jonel Thai,4c592c5e04f9be9a49adee60,60.98365349461632,25.66108420111411,Thai Restaurant,"Lahti, Finland"
Café Picnic,4bcef98329d4b713c64fa9dc,60.983659966255686,25.660256495733577,Sandwich Place,"Lahti, Finland"
Ten Dollars Saloon,4c8bfcd755fba093cf6a5bab,60.983558033726645,25.663056307378067,Karaoke Bar,"Lahti, Finland"
Finnkino Kuvapalatsi,4ba6124af964a520b03139e3,60.98346572339714,25.660220820293063,Movie Theater,"Lahti, Finland"
Fressi,4e7b767ecc3fedafa6a4caad,60.98339878215045,25.66021643981336,Gym,"Lahti, Finland"
Sinuhe Café,4bea38f661aca5937d928300,60.98299755828378,25.66159019066853,Sandwich Place,"Lahti, Finland"
Kauppakeskus Trio,4b5c59b8f964a520032c29e3,60.98305221983287,25.66306457058275,Shopping Mall,"Lahti, Finland"
Lidl,4cc6f4abbde8f04db3c3b94b,60.983268416281106,25.66595508032627,Grocery Store,"Lahti, Finland"
Babylon,4b8838ddf964a52087e831e3,60.98325134899478,25.66611016842159,Pizza Place,"Lahti, Finland"
KaakaoKulma Radiomäki,4f2d23aee4b00ef1a4c1188d,60.98336800000001,25.692816,Café,"Lahti, Finland"
K-Supermarket Joutjärvi,4d065ea37d9ba35d06e16f23,60.98320286684802,25.70287721067453,Supermarket,"Lahti, Finland"
S-market,4dca6f892271a5cb224a908d,60.98334077974052,25.70547374543073,Supermarket,"Lahti, Finland"
Eveliinan lounaskahvila,4f716c73e4b0f11af9b1ee07,60.98382278010377,25.704669122264253,Diner,"Lahti, Finland"
Lahden Uimastadion,51ac1b05498eb42c104820b5,60.98315608663516,25.631427535577327,Pool,"Lahti, Finland"
Maauimala,4c3048f0452620a1eaf81e0f,60.98377383264836,25.63271710633905,Pool,"Lahti, Finland"
Ravintola Voitto,4c8efa58b3bcb60c7a315e27,60.983862150459004,25.632669334521264,Breakfast Spot,"Lahti, Finland"
Lahden Urheilukeskus,52c57125498e98e517846a0e,60.98358112778918,25.634611310290666,Recreation Center,"Lahti, Finland"
Isku Areena,4c036ecdf423a5939645d016,60.982107276602314,25.638370483984605,Hockey Arena,"Lahti, Finland"
Vuorikadun puisto,51b1b268498ec86747b9154a,60.982296,25.646248999999997,Park,"Lahti, Finland"
Grand Hotel,4db155a48154905aadbd8d7f,60.98257121314557,25.65199356653219,Hotel,"Lahti, Finland"
Yliopiston Apteekki,4bfe5967bf6576b00383aeb8,60.98274431722686,25.65601536001153,Pharmacy,"Lahti, Finland"
Cafe Sinuhe,4bebcaaa6295c9b657158808,60.98265659867856,25.656008328540373,Bakery,"Lahti, Finland"
Ravintola Aspendos,4bf28622a32e20a15548d557,60.98273103156116,25.657368933339143,Middle Eastern Restaurant,"Lahti, Finland"
El Toro,4c0f6cdc7189c928e200dab6,60.981965818487396,25.65585064609229,Spanish Restaurant,"Lahti, Finland"
Suomalainen Kirjakauppa,4c7637bedb52b1f752cf7adc,60.98278660268358,25.65803342352034,Bookstore,"Lahti, Finland"
Trattoria Seurahuone,51891ac4498ebe738ac2fe75,60.983184711939295,25.659750114674374,Italian Restaurant,"Lahti, Finland"
Patras,4ff2b843e4b0066eb72fdfdb,60.98206344563936,25.65714330694671,Greek Restaurant,"Lahti, Finland"
Bar & Bistro,51800604498eedb4ceff77ab,60.98289348759384,25.65986463107342,Hotel Bar,"Lahti, Finland"
Siipiravintola Lahti,555736ae498e6c7f9a487e2f,60.98219001414297,25.65874099731445,Wings Joint,"Lahti, Finland"
Kahvila Oskari,4e098e5952b165b7d7bb9e54,60.98197425328933,25.657531999046174,Café,"Lahti, Finland"
Solo Sokos Hotel Lahden Seurahuone,4bfd4f038992a59384e7abb0,60.98278974646156,25.660020384094103,Hotel,"Lahti, Finland"
S-market,59dcd6e1f427de2d1dde0773,60.98254182691164,25.659882545487555,Supermarket,"Lahti, Finland"
Alko,4cb0627adb32f04d290bbf4d,60.98283373645545,25.660286420968212,Liquor Store,"Lahti, Finland"
Martina,4d3d93db3ec9a35d099f5281,60.98266848479161,25.660802076307373,Italian Restaurant,"Lahti, Finland"
Burger King,54478f90498eedab89dfdebb,60.98276848421592,25.661076454566754,Fast Food Restaurant,"Lahti, Finland"
Golden Rax,4cd2882890f23704a04a8be8,60.98255842983266,25.66107373503677,Fast Food Restaurant,"Lahti, Finland"
Taivaanranta Grill & Distillery,4c9c9a8b8afca0934473ee15,60.981880076910194,25.658850295930144,Steakhouse,"Lahti, Finland"
Pulcinella Ristorante,4c7b961cdbaa76b0a09c284b,60.98182653660295,25.659400912702562,Italian Restaurant,"Lahti, Finland"
K-Supermarket,4c403c33da3dc9283bfcc6b9,60.98279,25.66243,Supermarket,"Lahti, Finland"
Robert's Coffee,4c162ea482a3c9b6acdafff8,60.98299646013029,25.663574054829244,Coffee Shop,"Lahti, Finland"
Ciao! Caffé,4b9e3061f964a5207cd036e3,60.98290328845647,25.663530356795263,Café,"Lahti, Finland"
Subway,4cb824c8c7228cfae66e05ce,60.982534937242825,25.66334056030359,Sandwich Place,"Lahti, Finland"
H&M,4c21bde511de20a1e5ca83ce,60.9826115644689,25.6637620925903,Clothing Store,"Lahti, Finland"
Cafe Laurell,4e0d72981f6e9964ea1929d6,60.98231113031511,25.66547528730825,Café,"Lahti, Finland"
Kino Iiris,4d32eb8ab60937041b27fcdf,60.98239990777504,25.667026286215282,Indie Movie Theater,"Lahti, Finland"
Ylämummo,4cf11339e942548180fa67c5,60.98231756909356,25.66646863485899,Sports Bar,"Lahti, Finland"
Pyhättömän lenkki,535b7772498e2b9ccd1f2a58,60.98269271850586,25.69230842590332,Trail,"Lahti, Finland"
BMX racing rata,4e7461861f6e072f132f50be,60.98168943227471,25.61661926856028,Racetrack,"Lahti, Finland"
Täyskäsi Bar&Pub,4ed3f877775bbb5f37087d87,60.98093995548354,25.625395335107445,Bar,"Lahti, Finland"
Hesburger,4d9ddfd950aa41bd017414e1,60.981583407101105,25.628124624971164,Fast Food Restaurant,"Lahti, Finland"
Pelicans Klubiravintola,4eaaec1b6da1cafdae1e4543,60.981756433007966,25.639683486434983,Bar,"Lahti, Finland"
Ravintola Lämäri,4f83f646e4b0e8bef194d895,60.981442068238586,25.639872538475927,Restaurant,"Lahti, Finland"
Petit St Louis,52c11ec1498ee5ec20952350,60.981565484864035,25.65803289413452,Boutique,"Lahti, Finland"
Hua Du,4c8f33fcdaa93704eeca52b1,60.98126580772563,25.65817878109375,Chinese Restaurant,"Lahti, Finland"
Himnadi,54fc41ae498e95a5541a4d2b,60.98087769081648,25.659705388595608,Restaurant,"Lahti, Finland"
Galleria Uusi Kipinä,5045d3bee4b09304678fc182,60.9823183229168,25.66764027951353,Art Gallery,"Lahti, Finland"
Pub Hanhenpoika,4beb2d1ea9900f47357c1740,60.980628582484854,25.65804732412976,Bar,"Lahti, Finland"
Ravintola Roux,4b80f5e8f964a520649330e3,60.980245500261184,25.65794366281069,Scandinavian Restaurant,"Lahti, Finland"
Lahden Kansanopiston asuntola,52321a45498e030269a3eb2f,60.98016202853061,25.66205187663197,Hostel,"Lahti, Finland"
Dalaman,4cb81344a33bb1f7e5457efd,60.980161744288,25.71015017043791,Pizza Place,"Lahti, Finland"
Pikku Hukka,4cddce5d69136dcbc28dd1e6,60.98021540051421,25.71037778684851,Bar,"Lahti, Finland"
Happy Time,50817858e4b052496472d982,60.98017671743128,25.710273934207567,Pub,"Lahti, Finland"
Oululainen,4cefc178b80da093e4192e00,60.97896240029814,25.600205362147086,Bakery,"Lahti, Finland"
Antarctica,5260d24f11d203808d49420e,60.978641,25.605826,Ski Area,"Lahti, Finland"
Burger Mafia Kärpänen,4c0a145ea1b32d7f77c798f0,60.978750353069756,25.610417949036545,Fast Food Restaurant,"Lahti, Finland"
Mytäjäinen,4c30a6c83896e21e95cfe590,60.978803597588225,25.636950169173307,Beach,"Lahti, Finland"
Radiomäen kenttä,4f1e77e5e4b0d35bd6b1c4dd,60.979512114051104,25.65076992358642,Skating Rink,"Lahti, Finland"
Radiomäki,4c0b80dfffb8c9b65b576d61,60.978989171869145,25.650393962860107,Scenic Lookout,"Lahti, Finland"
Tirra,4d60545f9f67f04dc79d77fb,60.978841865471075,25.658125626757307,Bar,"Lahti, Finland"
Hello! American Diner,56ffb48d498ede3d73a6d0a6,60.97972451937644,25.66058223430213,Burger Joint,"Lahti, Finland"
Veskun Kioski,4ec0e66061af06192bbaa6d9,60.98059950131428,25.659288643151175,Candy Store,"Lahti, Finland"
Sairaalapuiston leikkialue,4bdbf8082a3a0f47a832b1b6,60.979691,25.665198,Playground,"Lahti, Finland"
Pizzeria La Noche,52ecf241498e7e428875cbd5,60.979680056462286,25.68023868690474,Pizza Place,"Lahti, Finland"
Setlementti Harjula,4fc8a3d1e4b011cce4d00bf9,60.97879431922677,25.679091232582213,Restaurant,"Lahti, Finland"
K-Market,4b9d1105f964a520a08c36e3,60.97911806849232,25.683043729797753,Grocery Store,"Lahti, Finland"
Möysän Esso,4d497842f53c8cfaa0571847,60.979197300509526,25.68486589463717,Restaurant,"Lahti, Finland"
Möysän terassi,5012b81de4b0dbe157aaceb1,60.97919808229269,25.684901691146845,Plaza,"Lahti, Finland"
Lahden Hierojakoulu,503c405c29a6851fa99ddd93,60.97862070000001,25.6833451,Trade School,"Lahti, Finland"
Möysän ranta,4c2f5c4f7cc0c9b66f86eb9a,60.97935788988504,25.69074012065537,Beach,"Lahti, Finland"
Joutjärven uimaranta,4fbba012e4b0e7775300d5ef,60.9786638990971,25.702626019418933,Beach,"Lahti, Finland"
Pikku Möysä,4ff74d59e4b02b97153239c5,60.97881476132918,25.70358129132496,Beach,"Lahti, Finland"
Kokkokallion Tenniskentät,4dde458ffa769803ef8d3916,60.97892357817843,25.70602090638144,Tennis Court,"Lahti, Finland"
Radiomäen näköalarinne,510e406ae4b0607cf01f08a3,60.97844964680219,25.647553296511177,Scenic Lookout,"Lahti, Finland"
Rooster Pub,4d826c58e4e9d7ce036150d8,60.97849808105039,25.657206900406628,Pub,"Lahti, Finland"
Pikkuteatteri,4da9b8831e72c1ab9be23fcc,60.97877511080503,25.65765263120993,Theater,"Lahti, Finland"
Torvi,4bc75b426501c9b655453e29,60.97862842791851,25.65843263682197,Rock Club,"Lahti, Finland"
Ravintola Paris,4f50b84ee4b0d16b2ff1c114,60.97838537842199,25.65835279762623,Pizza Place,"Lahti, Finland"
Scandic,4c10d03e81e976b0d9a80feb,60.97769639073029,25.65943717283772,Hotel,"Lahti, Finland"
Wanha Mestari,50b9450ce4b063c74834577a,60.97819519042969,25.683637619018555,Bar,"Lahti, Finland"
Kuntostudio Fiilis,4d2c4458ebacb1f780e31250,60.97812224012743,25.68451596291305,Gym,"Lahti, Finland"
"Fazer Leipomot, Lahden leipomo",4e27e8e818384dd0a0daaa91,60.9775147,25.602952399999996,Bakery,"Lahti, Finland"
Päätybaari,4da08715784f3704092f9caf,60.97679149345208,25.61772900859023,Bar,"Lahti, Finland"
Kirpputori Kisälli,517a39e2498e982ba255822e,60.977256909883,25.62313096252484,Thrift / Vintage Store,"Lahti, Finland"
Kuntokeskus K&M,4bcecc3529d4b713420fa9dc,60.97730044656309,25.623789422858078,Gym,"Lahti, Finland"
Ellin aarteet,4f364a10e4b0948a80ca59d8,60.97737729230728,25.624025422594904,Flea Market,"Lahti, Finland"
Restaurant Pölkky,4ca8a2c8d971b1f70f5216e1,60.977224366202925,25.65783486812736,Pizza Place,"Lahti, Finland"
Lahti-Turku -bussi,50c83aede4b0e3c2218ffa1f,60.97739950516636,25.65825455787817,Moving Target,"Lahti, Finland"
Ravintola Asema,50955b0de4b0a40e1c4efb37,60.977093286467706,25.657803745963047,Bar,"Lahti, Finland"
Lahden Matkakeskus,543278e7498e1a4f9091f144,60.97724506682887,25.658712680923603,Bus Station,"Lahti, Finland"
Asemapäällikön Kahvila,592ff37c123a191cde024bd2,60.97689876230195,25.65939440891881,Coffee Shop,"Lahti, Finland"
Cafe Charlotta,4d07601a347da1cd4a993a8f,60.97715,25.66086,Food Service,"Lahti, Finland"
Lahden Mp-service Oy,5073b5c7e4b0fe1521f57869,60.97658958766107,25.67921058313663,Motorcycle Shop,"Lahti, Finland"
Lahden Putkihuolto Oy,4d09e2c386b0236a0073b606,60.977,25.688000000000002,Construction & Landscaping,"Lahti, Finland"
Yli-Marolan kotieläinpiha,4c19f97398f4a59335d400f6,60.97592325017798,25.647393838418523,Farm,"Lahti, Finland"
VR Lahden Ratapiha,4f5b794ce4b0b28dd3e5d97a,60.975689539776056,25.64627941465451,Platform,"Lahti, Finland"
