0,1,2,3,4
Fußpflege-Balance,5ac64226a306194b3cefefb6,53.8940809,10.649340299999949,Cosmetics Shop
ALDI NORD,4e20459d45dd950bb018313e,53.89289809954716,10.668022733058736,Supermarket
Cafe & Restaurant Flair,4e4fc27ab61cf637a4f916e4,53.89269768052731,10.667085026257313,Café
Claudia´s Schlüsseldienst,5a14d867a5a31520f047817b,53.89389,10.68806,Locksmith
Schlüsseldienst Schaffrath,59ee07708134887f6e9572c2,53.89527,10.68972,Locksmith
Schlüsseldienst HIS GmbH,59932b3709e28305462dbea6,53.89527,10.68975,Locksmith
1001-Gece Events & More,53540d1d498ef2ac207dda1e,53.89343421568985,10.707999798778795,Event Service
Autohaus Petritzki,5a2153bde57ca63df2e4ea3f,53.8954531,10.7068005,Auto Garage
Tischlerei Mellmann & Dylong GbR,5ab5ff996e465006f33dc0d4,53.89490139999999,10.7093774,Furniture / Home Store
Erlebniswelt Hülshorst,4ba4f9c8f964a52017cb38e3,53.895558365862456,10.711453702249473,Recreation Center
Hinze Floristik,4c9c8286d3c2b60cb00bb8bc,53.891973,10.664052,Flower Shop
Rathaus Apotheke,51ff88d6498eeb3815e8b5f2,53.89088796096062,10.650400380822141,Pharmacy
Sky,4cffc7e96923721e113dc13b,53.89111232267908,10.708875722319124,Supermarket
Cantina delle Ombre,56e131c0cd104c7236b6f7cb,53.8909478,10.7160839,Wine Shop
famila,4c821d03d4e23704ec276488,53.890060337570326,10.64199149608612,Big Box Store
Junge - Die Bäckerei,4cea2c18f86537040f4fbbc4,53.88983257851718,10.641364068916118,Bakery
Otto Wulf Inh. Günter Wulf,589c80a406f1a35bd444cade,53.89015,10.66333,Flower Shop
H Torneiweg,4f044001c512408c65751af2,53.890044530330115,10.711605548858643,Bus Stop
H Marinburgstraße,4e072a28ae60a90eabc735ef,53.88859212420106,10.646780071522679,Bus Stop
PENNY,4ce7f6e0e1eeb60c5442a0ae,53.889078717797226,10.650084616779045,Supermarket
